gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,authority_score,hub_score,pass_through,dwell_days,depth,is_seed,truncated_by_depth,genuine_terminal,component_id
100000005034574100,terminal,0.8,30,0.008,"depth=1 < 4 and no outgoing: money arrives and stays; in=258,816 KZT over 16 transfers from 1 payer",1,0,258816.0,0.0,16,0,0.00042508668959388804,-1.0584136944965696e-18,0.0,0.0,,1,False,False,True,12
100000002958286100,terminal,0.8,80,0.0067,"depth=1 < 4 and no outgoing: money arrives and stays; in=257,000 KZT over 1 transfers from 1 payer",1,0,257000.0,0.0,1,0,0.00031316938195489997,2.274780546011801e-05,0.0,0.0,,1,False,False,True,0
100000005634552100,peripheral,0.4,47,0.0049,"no rule threshold met: in_deg=1, out_deg=3, in=25,850, out=1,196,000 KZT",1,3,25850.0,1196000.0,1,4,0.0002883486359009542,0.00029524161332084226,0.0016790760342022034,46.2669245647969,-12.0,1,False,False,False,0
100000008736760100,terminal,0.8,46,0.0029,"depth=1 < 4 and no outgoing: money arrives and stays; in=54,757 KZT over 1 transfers from 1 payer",1,0,54757.0,0.0,1,0,0.0002970621471222198,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008701944100,terminal,0.8,53,0.0044,"depth=1 < 4 and no outgoing: money arrives and stays; in=52,124 KZT over 1 transfers from 1 payer",1,0,52124.0,0.0,1,0,0.00041152025351238905,2.394324320259244e-06,0.0,0.0,,1,False,False,True,0
100000008748408100,distributor,0.7,29,0.0295,"out_deg=21 receivers, out=1,499,960 KZT over 22 transfers",1,21,360000.0,1499960.0,2,22,0.0003340545949423299,4.0895899043316926e-05,0.0015411842099784141,4.166555555555555,0.0,1,False,False,False,0
100000008486520100,peripheral,0.4,20,0.005,"no rule threshold met: in_deg=1, out_deg=1, in=35,720, out=14,000 KZT",1,1,35720.0,14000.0,2,1,0.00028940983908926223,0.00029524161332084226,-2.347623865126829e-19,0.3919372900335946,-2.0,1,False,False,False,0
100000003163256100,transit,0.7,20,0.0154,"pass-through 1.11 from a single transfer each way, so the ratio is one observation rather than a rate: in=13,485, out=15,000 KZT, dwell=-5d",1,1,13485.0,15000.0,1,1,0.0002870191751690971,0.00029524161332084226,-2.347623865126829e-19,1.1123470522803114,-5.0,1,False,False,False,0
100000003102157100,terminal,0.8,47,0.022,"depth=1 < 4 and no outgoing: money arrives and stays; in=96,746 KZT over 2 transfers from 1 payer",1,0,96746.0,0.0,2,0,0.000303723915550285,0.002151681626890837,0.0,0.0,,1,False,False,True,0
100000004741837100,terminal,0.8,20,0.0049,"depth=1 < 4 and no outgoing: money arrives and stays; in=25,596 KZT over 1 transfers from 1 payer",1,0,25596.0,0.0,1,0,0.0002883213263153584,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000008443341100,peripheral,0.4,43,0.0278,"no rule threshold met: in_deg=2, out_deg=3, in=34,500, out=50,000 KZT",2,3,34500.0,50000.0,2,4,0.0006689699930486642,0.00216888507298759,0.00024016148339999909,1.4492753623188406,-10.0,1,False,False,False,0
100000004792397100,terminal,0.8,46,0.0033,"depth=1 < 4 and no outgoing: money arrives and stays; in=73,520 KZT over 1 transfers from 1 payer",1,0,73520.0,0.0,1,0,0.0003010002810421788,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000003809101100,peripheral,0.4,33,0.0086,"no rule threshold met: in_deg=2, out_deg=2, in=166,050, out=55,200 KZT",2,2,166050.0,55200.0,3,4,0.0003619470775424321,0.00012382997603206707,-9.009757596449287e-19,0.3324299909665763,-5.0,1,False,False,False,0
100000002838861100,peripheral,0.4,80,0.043,"no rule threshold met: in_deg=5, out_deg=1, in=554,524, out=10,000 KZT",5,1,554523.95,10000.0,5,1,0.0021199186472606823,3.073196046165582e-05,-2.347623865126829e-19,0.018033486200190272,9.0,1,False,False,False,0
100000008560717100,peripheral,0.4,90,0.1275,"no rule threshold met: in_deg=7, out_deg=1, in=529,000, out=25,000 KZT",7,1,529000.0,25000.0,9,1,0.000330834156555212,0.012337796852200966,-2.347623865126829e-19,0.04725897920604915,25.0,1,False,False,False,0
100000008693069100,terminal,0.8,46,0.0023,"depth=1 < 4 and no outgoing: money arrives and stays; in=20,000 KZT over 1 transfers from 1 payer",1,0,20000.0,0.0,1,0,0.00028976705994767336,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008672162100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=15,550 KZT over 1 transfers from 1 payer",1,0,15550.0,0.0,1,0,0.0002888330570726631,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000007311010100,peripheral,0.4,24,0.0103,"no rule threshold met: in_deg=2, out_deg=1, in=64,480, out=20,000 KZT",2,1,64480.0,20000.0,2,1,0.0003093598362490267,0.0006039352620193629,-2.347623865126829e-19,0.31017369727047145,-15.0,1,False,False,False,0
100000005505655100,peripheral,0.4,64,0.0073,"no rule threshold met: in_deg=2, out_deg=1, in=33,070, out=20,000 KZT",2,1,33070.0,20000.0,2,1,0.0003215080211255211,0.00029774229506284925,8.933928360066833e-09,0.6047777441790142,3.0,1,False,False,False,0
100000004707703100,transit,0.7,20,0.0496,"pass_through=0.97: in=239,300, out=231,650 KZT, dwell=0d",2,5,239300.0,231650.0,3,6,0.0006355624384346332,0.00029760217313452733,-6.555035647819996e-18,0.9680317592979524,0.0,1,False,False,False,0
100000004005964100,peripheral,0.4,41,0.0088,"no rule threshold met: in_deg=3, out_deg=3, in=97,900, out=72,000 KZT",3,3,97900.0,72000.0,9,5,0.00040452469148817116,-6.785991692858262e-18,-8.846209439446555e-18,0.7354443309499489,6.0,1,False,False,False,2
100000008244300100,terminal,0.8,90,0.0144,"depth=1 < 4 and no outgoing: money arrives and stays; in=65,430 KZT over 6 transfers from 5 payers",5,0,65430.0,0.0,6,0,0.0004793659147286648,0.00015744284086380292,0.0,0.0,,1,False,False,True,0
100000002692044100,terminal,0.8,43,0.0038,"depth=1 < 4 and no outgoing: money arrives and stays; in=97,000 KZT over 1 transfers from 1 payer",1,0,97000.0,0.0,1,0,0.00030166693443527224,1.0100033668705065e-05,0.0,0.0,,1,False,False,True,0
100000001103905100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=18,000 KZT over 1 transfers from 1 payer",1,0,18000.0,0.0,1,0,0.00028934728337463503,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008755361100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=14,627 KZT over 1 transfers from 1 payer",1,0,14627.0,0.0,1,0,0.0002886393301842059,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000002810870100,terminal,0.8,46,0.0025,"depth=1 < 4 and no outgoing: money arrives and stays; in=33,677 KZT over 1 transfers from 1 payer",1,0,33677.0,0.0,1,0,0.00029263770204239595,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000005897462100,terminal,0.8,33,0.0048,"depth=1 < 4 and no outgoing: money arrives and stays; in=98,400 KZT over 1 transfers from 1 payer",1,0,98400.0,0.0,1,0,0.0003004936394973031,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000000941942100,terminal,0.8,24,0.0083,"depth=1 < 4 and no outgoing: money arrives and stays; in=130,000 KZT over 1 transfers from 1 payer",1,0,130000.0,0.0,1,0,0.0003116000306063692,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000008723830100,transit,0.7,20,0.0495,"pass_through=0.99: in=459,785, out=455,000 KZT, dwell=1d",2,1,459785.0,455000.0,2,1,0.00034023098770657236,0.0003197167634671071,-2.347623865126829e-19,0.9895929619278576,1.0,1,False,False,False,0
100000008776576100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=14,765 KZT over 1 transfers from 1 payer",1,0,14765.0,0.0,1,0,0.0002886682947677456,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000005432267100,terminal,0.8,24,0.0152,"depth=1 < 4 and no outgoing: money arrives and stays; in=350,001 KZT over 2 transfers from 2 payers",2,0,350001.0,0.0,2,0,0.00034233348585063165,0.0005748252019694782,0.0,0.0,,1,False,False,True,0
100000006745291100,terminal,0.8,33,0.0045,"depth=1 < 4 and no outgoing: money arrives and stays; in=82,534 KZT over 1 transfers from 1 payer",1,0,82534.0,0.0,1,0,0.00029808724049107665,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000008670667100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=15,534 KZT over 1 transfers from 1 payer",1,0,15534.0,0.0,1,0,0.0002888296988600788,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000002480800100,terminal,0.8,24,0.0219,"depth=1 < 4 and no outgoing: money arrives and stays; in=569,251 KZT over 2 transfers from 2 payers",2,0,569251.0,0.0,2,0,0.0006410781031176412,0.00046485516402146716,0.0,0.0,,1,False,False,True,0
100000002182176100,terminal,0.8,47,0.021,"depth=1 < 4 and no outgoing: money arrives and stays; in=42,465 KZT over 1 transfers from 1 payer",1,0,42465.0,0.0,1,0,0.00029353795436763876,0.002151681626890837,0.0,0.0,,1,False,False,True,0
100000008219168100,terminal,0.8,29,0.0028,"depth=1 < 4 and no outgoing: money arrives and stays; in=53,200 KZT over 2 transfers from 1 payer",1,0,53200.0,0.0,2,0,0.00028861990131883255,4.3414150090396185e-06,0.0,0.0,,1,False,False,True,0
100000004226848100,terminal,0.8,24,0.0116,"depth=1 < 4 and no outgoing: money arrives and stays; in=301,866 KZT over 1 transfers from 1 payer",1,0,301866.0,0.0,1,0,0.0003460138655313343,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000006326645100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=25,264 KZT over 1 transfers from 1 payer",1,0,25264.0,0.0,1,0,0.00029087191188791023,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000003589877100,peripheral,0.4,66,0.007,"no rule threshold met: in_deg=2, out_deg=6, in=176,000, out=416,129 KZT",2,6,176000.0,416129.0,2,6,0.00030697515997142073,4.833056457586048e-06,0.00012316260585160837,2.364369318181818,-1.0,1,False,False,False,0
100000003942602100,transit,0.7,46,0.0082,"pass-through 1.00 from a single transfer each way, so the ratio is one observation rather than a rate: in=30,000, out=30,000 KZT, dwell=0d",1,1,30000.0,30000.0,1,1,0.000291865942812865,-7.530357151555147e-18,-1.757512425183613e-18,1.0,0.0,1,False,False,False,1
100000000922570100,transit,0.7,43,0.0095,"pass-through 1.06 from a single transfer each way, so the ratio is one observation rather than a rate: in=47,101, out=50,000 KZT, dwell=-11d",1,1,47101.0,50000.0,1,1,0.00029338594320602393,1.0100033668705065e-05,-2.347623865126829e-19,1.0615485870788306,-11.0,1,False,False,False,0
100000005079754100,peripheral,0.4,24,0.0072,"no rule threshold met: in_deg=1, out_deg=2, in=70,000, out=122,000 KZT",1,2,70000.0,122000.0,1,2,0.00029958584458064045,0.0004611679650745792,-9.009757596449287e-19,1.7428571428571429,-9.0,1,False,False,False,0
100000003187359100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=19,072 KZT over 1 transfers from 1 payer",1,0,19072.0,0.0,1,0,0.00028957228361778365,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000000998559100,terminal,0.8,24,0.0077,"depth=1 < 4 and no outgoing: money arrives and stays; in=100,000 KZT over 1 transfers from 1 payer",1,0,100000.0,0.0,1,0,0.0003055929375935048,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000008690932100,terminal,0.8,46,0.0023,"depth=1 < 4 and no outgoing: money arrives and stays; in=23,000 KZT over 1 transfers from 1 payer",1,0,23000.0,0.0,1,0,0.0002903967248072309,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008773876100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=26,120 KZT over 1 transfers from 1 payer",1,0,26120.0,0.0,1,0,0.00029105157626117063,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000006789108100,terminal,0.8,33,0.0036,"depth=1 < 4 and no outgoing: money arrives and stays; in=37,500 KZT over 1 transfers from 1 payer",1,0,37500.0,0.0,1,0,0.000291256925802661,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000004058740100,terminal,0.8,46,0.0025,"depth=1 < 4 and no outgoing: money arrives and stays; in=30,000 KZT over 1 transfers from 1 payer",1,0,30000.0,0.0,1,0,0.000291865942812865,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000007641801100,terminal,0.8,29,0.0054,"depth=1 < 4 and no outgoing: money arrives and stays; in=200,000 KZT over 1 transfers from 1 payer",1,0,200000.0,0.0,1,0,0.00029703774196744934,4.3414150090396185e-06,0.0,0.0,,1,False,False,True,0
100000000555721100,terminal,0.8,47,0.0339,"depth=1 < 4 and no outgoing: money arrives and stays; in=113,000 KZT over 3 transfers from 2 payers",2,0,113000.0,0.0,3,0,0.000308091961795813,0.003289589059980982,0.0,0.0,,1,False,False,True,0
100000008729801100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=17,534 KZT over 1 transfers from 1 payer",1,0,17534.0,0.0,1,0,0.00028924947543311713,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000004664905100,terminal,0.8,20,0.0135,"depth=1 < 4 and no outgoing: money arrives and stays; in=329,020 KZT over 4 transfers from 2 payers",2,0,329020.0,0.0,4,0,0.0004118439668426317,0.0003053651890932982,0.0,0.0,,1,False,False,True,0
100000003057225100,terminal,0.8,20,0.0087,"depth=1 < 4 and no outgoing: money arrives and stays; in=236,000 KZT over 1 transfers from 1 payer",1,0,236000.0,0.0,1,0,0.0003109435548495802,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000000703902100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=25,499 KZT over 1 transfers from 1 payer",1,0,25499.0,0.0,1,0,0.00029092123563524225,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008720798100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=15,534 KZT over 1 transfers from 1 payer",1,0,15534.0,0.0,1,0,0.0002888296988600788,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000001411870100,terminal,0.8,29,0.0216,"depth=1 < 4 and no outgoing: money arrives and stays; in=900,000 KZT over 4 transfers from 2 payers",2,0,900000.0,0.0,4,0,0.0004780448174649516,4.200664191209409e-05,0.0,0.0,,1,False,False,True,0
100000008556318100,terminal,0.8,24,0.0143,"depth=1 < 4 and no outgoing: money arrives and stays; in=180,132 KZT over 2 transfers from 2 payers",2,0,180132.0,0.0,2,0,0.0005605041030696594,0.00046485516402146716,0.0,0.0,,1,False,False,True,0
100000002720627100,terminal,0.8,33,0.0066,"depth=1 < 4 and no outgoing: money arrives and stays; in=199,300 KZT over 1 transfers from 1 payer",1,0,199300.0,0.0,1,0,0.0003157971602163407,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000003022835100,terminal,0.8,24,0.0082,"depth=1 < 4 and no outgoing: money arrives and stays; in=125,000 KZT over 1 transfers from 1 payer",1,0,125000.0,0.0,1,0,0.0003105988484375585,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000008304115100,terminal,0.8,43,0.0029,"depth=1 < 4 and no outgoing: money arrives and stays; in=51,000 KZT over 1 transfers from 1 payer",1,0,51000.0,0.0,1,0,0.0002940330019607653,1.0100033668705065e-05,0.0,0.0,,1,False,False,True,0
100000003886323100,peripheral,0.4,20,0.0275,"no rule threshold met: in_deg=2, out_deg=1, in=78,168, out=7,650 KZT",2,1,78168.0,7650.0,6,1,0.0018048414724056996,0.00029760217313452733,-2.347623865126829e-19,0.09786613447958244,10.0,1,False,False,False,0
100000000607731100,abstained_single_observation,0.0,25,0.0026,"abstained on a single observation: in_tx=1, out_tx=1, fewer than 3 transfers is not a stable ratio",1,1,20000.0,66666.0,1,1,0.00031753584489255785,-2.510243011407876e-18,-2.347623865126829e-19,3.3333,-16.0,1,False,False,False,3
100000005961971100,terminal,0.8,46,0.0028,"depth=1 < 4 and no outgoing: money arrives and stays; in=47,353 KZT over 1 transfers from 1 payer",1,0,47353.0,0.0,1,0,0.000295508134248832,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000000440392100,terminal,0.8,20,0.0063,"depth=1 < 4 and no outgoing: money arrives and stays; in=105,705 KZT over 4 transfers from 1 payer",1,0,105705.0,0.0,4,0,0.000296934490065325,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000004105288100,terminal,0.8,24,0.0107,"depth=1 < 4 and no outgoing: money arrives and stays; in=215,000 KZT over 2 transfers from 2 payers",2,0,215000.0,0.0,2,0,0.00046304013809882774,0.0001237973872109559,0.0,0.0,,1,False,False,True,0
100000008169544100,peripheral,0.4,20,0.0069,"no rule threshold met: in_deg=1, out_deg=4, in=137,104, out=42,800 KZT",1,4,137104.0,42800.0,2,7,0.00030031044942800835,0.00029524161332084226,0.00013281054774999193,0.31217178200490137,-9.0,1,False,False,False,0
100000004186824100,peripheral,0.4,20,0.0152,"no rule threshold met: in_deg=2, out_deg=1, in=451,700, out=7,000 KZT",2,1,451700.0,7000.0,7,1,0.00038192715477473974,0.0003078381006324109,0.000126667079897997,0.015497011290679655,15.0,1,False,False,False,0
100000008672200100,terminal,0.8,46,0.002,"depth=1 < 4 and no outgoing: money arrives and stays; in=8,511 KZT over 1 transfers from 1 payer",1,0,8511.0,0.0,1,0,0.0002873556534238548,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000002188829100,terminal,0.8,24,0.0135,"depth=1 < 4 and no outgoing: money arrives and stays; in=400,000 KZT over 1 transfers from 1 payer",1,0,400000.0,0.0,1,0,0.00036566386772214876,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000008717341100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=14,627 KZT over 1 transfers from 1 payer",1,0,14627.0,0.0,1,0,0.0002886393301842059,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000002214301100,abstained_single_observation,0.0,47,0.0206,"abstained on a single observation: in_tx=1, out_tx=1, fewer than 3 transfers is not a stable ratio",1,1,21438.0,8000.0,1,1,0.000289592186865428,0.002151681626890837,-6.74231101406452e-19,0.373169138912212,19.0,1,False,False,False,0
100000002565277100,terminal,0.8,24,0.0151,"depth=1 < 4 and no outgoing: money arrives and stays; in=483,319 KZT over 1 transfers from 1 payer",1,0,483319.0,0.0,1,0,0.00038234736714677707,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000005546031100,peripheral,0.4,56,0.0123,"no rule threshold met: in_deg=3, out_deg=1, in=66,800, out=8,000 KZT",3,1,66800.0,8000.0,6,1,0.0007125289535173731,-3.0569984707907825e-18,-2.347623865126829e-19,0.11976047904191617,2.0,1,False,False,False,6
100000003449074100,terminal,0.8,47,0.0204,"depth=1 < 4 and no outgoing: money arrives and stays; in=10,000 KZT over 1 transfers from 1 payer",1,0,10000.0,0.0,1,0,0.0002874458184490925,0.002151681626890837,0.0,0.0,,1,False,False,True,0
100000008748914100,peripheral,0.4,24,0.0134,"no rule threshold met: in_deg=2, out_deg=13, in=180,000, out=4,471,847 KZT",2,13,180000.0,4471847.0,9,21,0.0007908267344260654,-1.0584136944965696e-18,0.003333268452987301,24.843594444444445,-2.0,1,False,False,False,0
100000004744306100,peripheral,0.4,34,0.0053,"no rule threshold met: in_deg=1, out_deg=2, in=69,000, out=92,000 KZT",1,2,69000.0,92000.0,1,3,0.0004607769966825409,8.651558042301998e-09,-1.3243034455270906e-18,1.3333333333333333,3.0,1,False,False,False,0
100000003158727100,terminal,0.8,29,0.0122,"depth=1 < 4 and no outgoing: money arrives and stays; in=367,940 KZT over 3 transfers from 3 payers",3,0,367940.0,0.0,3,0,0.0003141291273527455,7.583777668915005e-06,0.0,0.0,,1,False,False,True,0
100000001389255100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=16,136 KZT over 1 transfers from 1 payer",1,0,16136.0,0.0,1,0,0.00028895605160856333,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008695495100,terminal,0.8,46,0.0023,"depth=1 < 4 and no outgoing: money arrives and stays; in=21,000 KZT over 1 transfers from 1 payer",1,0,21000.0,0.0,1,0,0.00028997694823419256,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000004015047100,consolidator,0.7,29,0.196,"in_deg=9 payers, in=919,104 KZT, pass_through=0.08",9,1,919104.0,69195.0,18,7,0.002278597110650866,5.0568922022040905e-05,2.021296234529171e-07,0.07528527783580531,-1.0,1,False,False,False,0
100000005183943100,terminal,0.8,1,0.0175,"depth=1 < 4 and no outgoing: money arrives and stays; in=680,900 KZT over 9 transfers from 1 payer",1,0,680900.0,0.0,9,0,0.0006108393603081334,-1.5569893857636381e-18,0.0,0.0,,1,False,False,True,4
100000003004487100,peripheral,0.4,60,0.0603,"no rule threshold met: in_deg=4, out_deg=2, in=183,703, out=265,015 KZT",4,2,183702.8,265015.0,9,3,0.00035087248171634185,0.00574775252638457,-1.5499404758380496e-18,1.4426290726107605,14.0,1,False,False,False,0
100000003042994100,terminal,0.8,20,0.0096,"depth=1 < 4 and no outgoing: money arrives and stays; in=286,086 KZT over 3 transfers from 1 payer",1,0,286086.0,0.0,3,0,0.0003163287040785161,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000001899164100,peripheral,0.4,43,0.0251,"no rule threshold met: in_deg=4, out_deg=3, in=291,675, out=76,500 KZT",4,3,291675.0,76500.0,5,3,0.0011765620095510463,0.0001272035960966511,-2.455632073526549e-18,0.2622782206222679,8.0,1,False,False,False,0
100000003946524100,transit,0.7,24,0.0349,"pass_through=1.08: in=133,757, out=144,750 KZT, dwell=-8d",2,2,133757.0,144750.0,2,2,0.0003260605758889195,0.0004648848820710121,-9.009757596449287e-19,1.0821863528637754,-8.0,1,False,False,False,0
100000008717340100,terminal,0.8,46,0.0027,"depth=1 < 4 and no outgoing: money arrives and stays; in=41,500 KZT over 1 transfers from 1 payer",1,0,41500.0,0.0,1,0,0.0002942796581078353,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000003831324100,terminal,0.8,29,0.0092,"depth=1 < 4 and no outgoing: money arrives and stays; in=300,000 KZT over 2 transfers from 2 payers",2,0,300000.0,0.0,2,0,0.00031519260326985616,4.672374915292062e-06,0.0,0.0,,1,False,False,True,0
100000008129393100,terminal,0.8,15,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=10,000 KZT over 1 transfers from 1 payer",1,0,10000.0,0.0,1,0,0.0003116981820260483,-1.5527877523314866e-18,0.0,0.0,,1,False,False,True,8
100000004388209100,terminal,0.8,46,0.0021,"depth=1 < 4 and no outgoing: money arrives and stays; in=11,800 KZT over 1 transfers from 1 payer",1,0,11800.0,0.0,1,0,0.00028804597599821623,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000000706545100,peripheral,0.4,20,0.0648,"no rule threshold met: in_deg=3, out_deg=1, in=1,070,300, out=75,800 KZT",3,1,1070300.0,75800.0,8,3,0.0032266260404967277,0.0003222730106543281,-2.347623865126829e-19,0.07082126506586939,17.0,1,False,False,False,0
100000004497606100,terminal,0.8,46,0.0022,"depth=1 < 4 and no outgoing: money arrives and stays; in=15,534 KZT over 1 transfers from 1 payer",1,0,15534.0,0.0,1,0,0.0002888296988600788,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008470470100,terminal,0.8,46,0.0025,"depth=1 < 4 and no outgoing: money arrives and stays; in=33,547 KZT over 1 transfers from 1 payer",1,0,33547.0,0.0,1,0,0.00029261041656514843,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000004318918100,terminal,0.8,33,0.0043,"depth=1 < 4 and no outgoing: money arrives and stays; in=75,600 KZT over 1 transfers from 1 payer",1,0,75600.0,0.0,1,0,0.0002970355594933977,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000005228059100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=26,000 KZT over 1 transfers from 1 payer",1,0,26000.0,0.0,1,0,0.0002910263896667883,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000001609499100,peripheral,0.4,47,0.0672,"no rule threshold met: in_deg=3, out_deg=2, in=263,113, out=21,000 KZT",3,2,263113.0,21000.0,3,2,0.0003209139565492521,0.006661875080243103,0.0005433343005036692,0.07981361620292422,3.0,1,False,False,False,0
100000002824176100,terminal,0.8,29,0.005,"depth=1 < 4 and no outgoing: money arrives and stays; in=144,000 KZT over 1 transfers from 1 payer",1,0,144000.0,0.0,1,0,0.0003385981575005855,9.228378273096028e-07,0.0,0.0,,1,False,False,True,0
100000001363952100,peripheral,0.4,82,0.0266,"no rule threshold met: in_deg=2, out_deg=1, in=196,655, out=91,000 KZT",2,1,196655.0,91000.0,2,2,0.00030709529312418954,0.0022653388637857365,-2.347623865126829e-19,0.4627393150441128,-11.0,1,False,False,False,0
100000001049200100,peripheral,0.4,57,0.0084,"no rule threshold met: in_deg=2, out_deg=4, in=76,624, out=36,000 KZT",2,4,76624.0,36000.0,2,5,0.00029829130032713914,0.00037972234725827425,1.101239097839376e-05,0.46982668615577367,10.0,1,False,False,False,0
100000002662768100,terminal,0.8,24,0.0041,"depth=1 < 4 and no outgoing: money arrives and stays; in=84,300 KZT over 1 transfers from 1 payer",1,0,84300.0,0.0,1,0,0.0003064555955058235,6.780076054127148e-05,0.0,0.0,,1,False,False,True,0
100000004737477100,transit,0.7,47,0.159,"pass_through=0.82: in=49,598, out=40,500 KZT, dwell=-2d",2,1,49598.0,40500.0,3,3,0.0002923193048489305,0.005057463282107347,-2.347623865126829e-19,0.8165651840800032,-2.0,1,False,False,False,0
100000008680451100,terminal,0.8,46,0.0023,"depth=1 < 4 and no outgoing: money arrives and stays; in=23,534 KZT over 1 transfers from 1 payer",1,0,23534.0,0.0,1,0,0.0002905088051522321,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000001952325100,terminal,0.8,46,0.0034,"depth=1 < 4 and no outgoing: money arrives and stays; in=77,888 KZT over 2 transfers from 1 payer",1,0,77888.0,0.0,2,0,0.00030191707307769447,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008751429100,peripheral,0.4,21,0.0281,"no rule threshold met: in_deg=3, out_deg=1, in=386,200, out=72,600 KZT",3,1,386200.0,72600.0,6,2,0.0015043129924041075,-5.59336084392074e-18,-1.9648764255210594e-18,0.1879854997410668,3.0,1,False,False,False,7
100000001960517100,terminal,0.8,29,0.0062,"depth=1 < 4 and no outgoing: money arrives and stays; in=200,000 KZT over 1 transfers from 1 payer",1,0,200000.0,0.0,1,0,0.000359220493221867,9.228378273096028e-07,0.0,0.0,,1,False,False,True,0
100000008686234100,terminal,0.8,47,0.0209,"depth=1 < 4 and no outgoing: money arrives and stays; in=39,778 KZT over 1 transfers from 1 payer",1,0,39778.0,0.0,1,0,0.0002930337323065535,0.002151681626890837,0.0,0.0,,1,False,False,True,0
100000004213658100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=25,347 KZT over 1 transfers from 1 payer",1,0,25347.0,0.0,1,0,0.00029088933261569135,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000001194266100,terminal,0.8,24,0.0068,"depth=1 < 4 and no outgoing: money arrives and stays; in=50,000 KZT over 1 transfers from 1 payer",1,0,50000.0,0.0,1,0,0.0002955811159053975,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
